"X","ghocode","ghodisplay","ghourl","publishstatecode","publishstatedisplay","publishstateurl","yearcode","yeardisplay","yearurl","regioncode","regiondisplay","regionurl","countrycode","countrydisplay","countryurl","agegroupcode","agegroupdisplay","agegroupurl","sexcode","sexdisplay","sexurl","displayvalue","numeric","low","high","comments"
5606,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1983,1983,NA,"EMR","Eastern Mediterranean",NA,"LBY","Libya",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"26.4 [24.3-28.5]",26.4,24.3,28.5,""
5607,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1988,1988,NA,"EMR","Eastern Mediterranean",NA,"LBY","Libya",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"26.6 [24.9-28.4]",26.6,24.9,28.4,""
5608,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1990,1990,NA,"EMR","Eastern Mediterranean",NA,"LBY","Libya",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"26.7 [25.2-28.3]",26.7,25.2,28.3,""
5609,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1992,1992,NA,"EMR","Eastern Mediterranean",NA,"LBY","Libya",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"26.9 [25.4-28.3]",26.9,25.4,28.3,""
5610,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1997,1997,NA,"EMR","Eastern Mediterranean",NA,"LBY","Libya",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"27.2 [26.0-28.4]",27.2,26,28.4,""
5611,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1999,1999,NA,"EMR","Eastern Mediterranean",NA,"LBY","Libya",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"27.4 [26.3-28.5]",27.4,26.3,28.5,""
5612,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2006,2006,NA,"EMR","Eastern Mediterranean",NA,"LBY","Libya",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"28.2 [27.3-29.0]",28.2,27.3,29,""
5613,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1980,1980,NA,"EUR","Europe",NA,"LTU","Lithuania",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"27.3 [25.5-29.2]",27.3,25.5,29.2,""
5614,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1987,1987,NA,"EUR","Europe",NA,"LTU","Lithuania",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"26.8 [25.6-28.0]",26.8,25.6,28,""
5615,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1989,1989,NA,"EUR","Europe",NA,"LTU","Lithuania",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"26.7 [25.6-27.7]",26.7,25.6,27.7,""
5616,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1994,1994,NA,"EUR","Europe",NA,"LTU","Lithuania",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"26.2 [25.3-27.2]",26.2,25.3,27.2,""
5617,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1996,1996,NA,"EUR","Europe",NA,"LTU","Lithuania",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"26.1 [25.1-27.1]",26.1,25.1,27.1,""
5618,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2003,2003,NA,"EUR","Europe",NA,"LTU","Lithuania",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"26.4 [25.0-27.7]",26.4,25,27.7,""
5619,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2005,2005,NA,"EUR","Europe",NA,"LTU","Lithuania",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"26.5 [24.9-28.1]",26.5,24.9,28.1,""
5620,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1984,1984,NA,"EUR","Europe",NA,"LUX","Luxembourg",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"24.7 [22.9-26.5]",24.7,22.9,26.5,""
5621,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1986,1986,NA,"EUR","Europe",NA,"LUX","Luxembourg",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"24.8 [23.0-26.6]",24.8,23,26.6,""
5622,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1991,1991,NA,"EUR","Europe",NA,"LUX","Luxembourg",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"25.3 [23.4-27.0]",25.3,23.4,27,""
5623,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1993,1993,NA,"EUR","Europe",NA,"LUX","Luxembourg",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"25.5 [23.6-27.3]",25.5,23.6,27.3,""
5624,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2000,2000,NA,"EUR","Europe",NA,"LUX","Luxembourg",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"26.1 [23.9-28.2]",26.1,23.9,28.2,""
5625,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2002,2002,NA,"EUR","Europe",NA,"LUX","Luxembourg",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"26.3 [24.0-28.4]",26.3,24,28.4,""
5626,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1981,1981,NA,"EUR","Europe",NA,"MKD","The former Yugoslav Republic of Macedonia",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"25.2 [22.7-27.8]",25.2,22.7,27.8,""
5627,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1983,1983,NA,"EUR","Europe",NA,"MKD","The former Yugoslav Republic of Macedonia",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"25.2 [22.9-27.6]",25.2,22.9,27.6,""
5628,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1988,1988,NA,"EUR","Europe",NA,"MKD","The former Yugoslav Republic of Macedonia",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"25.3 [23.3-27.2]",25.3,23.3,27.2,""
5629,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1990,1990,NA,"EUR","Europe",NA,"MKD","The former Yugoslav Republic of Macedonia",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"25.2 [23.4-27.1]",25.2,23.4,27.1,""
5630,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1997,1997,NA,"EUR","Europe",NA,"MKD","The former Yugoslav Republic of Macedonia",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"25.1 [23.4-26.7]",25.1,23.4,26.7,""
5631,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1999,1999,NA,"EUR","Europe",NA,"MKD","The former Yugoslav Republic of Macedonia",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"25.2 [23.5-26.8]",25.2,23.5,26.8,""
5632,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2006,2006,NA,"EUR","Europe",NA,"MKD","The former Yugoslav Republic of Macedonia",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"25.4 [23.4-27.4]",25.4,23.4,27.4,""
5633,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1980,1980,NA,"AFR","Africa",NA,"MDG","Madagascar",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"20.4 [18.3-22.5]",20.4,18.3,22.5,""
5634,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1985,1985,NA,"AFR","Africa",NA,"MDG","Madagascar",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"20.4 [18.9-21.9]",20.4,18.9,21.9,""
5635,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1987,1987,NA,"AFR","Africa",NA,"MDG","Madagascar",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"20.4 [19.2-21.8]",20.4,19.2,21.8,""
5636,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1994,1994,NA,"AFR","Africa",NA,"MDG","Madagascar",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"20.5 [19.7-21.3]",20.5,19.7,21.3,""
5637,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1996,1996,NA,"AFR","Africa",NA,"MDG","Madagascar",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"20.5 [19.9-21.2]",20.5,19.9,21.2,""
5638,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2003,2003,NA,"AFR","Africa",NA,"MDG","Madagascar",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"20.7 [20.2-21.2]",20.7,20.2,21.2,""
5639,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2005,2005,NA,"AFR","Africa",NA,"MDG","Madagascar",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"20.7 [20.2-21.2]",20.7,20.2,21.2,""
5640,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1982,1982,NA,"AFR","Africa",NA,"MWI","Malawi",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"20.9 [19.4-22.4]",20.9,19.4,22.4,""
5641,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1984,1984,NA,"AFR","Africa",NA,"MWI","Malawi",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"21.0 [19.7-22.3]",21,19.7,22.3,""
5642,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1991,1991,NA,"AFR","Africa",NA,"MWI","Malawi",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"21.4 [20.7-22.1]",21.4,20.7,22.1,""
5643,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1993,1993,NA,"AFR","Africa",NA,"MWI","Malawi",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"21.4 [20.8-22.1]",21.4,20.8,22.1,""
5644,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2000,2000,NA,"AFR","Africa",NA,"MWI","Malawi",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"22.1 [21.6-22.6]",22.1,21.6,22.6,""
5645,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2002,2002,NA,"AFR","Africa",NA,"MWI","Malawi",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"22.3 [21.8-22.7]",22.3,21.8,22.7,""
5646,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2007,2007,NA,"AFR","Africa",NA,"MWI","Malawi",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"22.8 [22.2-23.3]",22.8,22.2,23.3,""
5647,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1981,1981,NA,"WPR","Western Pacific",NA,"MYS","Malaysia",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"22.3 [19.8-24.7]",22.3,19.8,24.7,""
5648,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1988,1988,NA,"WPR","Western Pacific",NA,"MYS","Malaysia",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"23.1 [21.4-24.8]",23.1,21.4,24.8,""
5649,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1990,1990,NA,"WPR","Western Pacific",NA,"MYS","Malaysia",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"23.3 [21.8-24.8]",23.3,21.8,24.8,""
5650,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1997,1997,NA,"WPR","Western Pacific",NA,"MYS","Malaysia",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"24.3 [23.3-25.3]",24.3,23.3,25.3,""
5651,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1999,1999,NA,"WPR","Western Pacific",NA,"MYS","Malaysia",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"24.5 [23.7-25.4]",24.5,23.7,25.4,""
5652,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2004,2004,NA,"WPR","Western Pacific",NA,"MYS","Malaysia",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"25.0 [24.5-25.5]",25,24.5,25.5,""
5653,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2006,2006,NA,"WPR","Western Pacific",NA,"MYS","Malaysia",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"25.2 [24.6-25.8]",25.2,24.6,25.8,""
5654,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1985,1985,NA,"SEAR","South-East Asia",NA,"MDV","Maldives",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"22.1 [20.1-23.9]",22.1,20.1,23.9,""
5655,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1987,1987,NA,"SEAR","South-East Asia",NA,"MDV","Maldives",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"22.5 [20.6-24.2]",22.5,20.6,24.2,""
5656,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1994,1994,NA,"SEAR","South-East Asia",NA,"MDV","Maldives",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"23.5 [22.2-24.7]",23.5,22.2,24.7,""
5657,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1996,1996,NA,"SEAR","South-East Asia",NA,"MDV","Maldives",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"23.7 [22.6-24.9]",23.7,22.6,24.9,""
5658,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2001,2001,NA,"SEAR","South-East Asia",NA,"MDV","Maldives",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"24.5 [23.4-25.5]",24.5,23.4,25.5,""
5659,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2003,2003,NA,"SEAR","South-East Asia",NA,"MDV","Maldives",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"24.7 [23.6-25.8]",24.7,23.6,25.8,""
5660,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2005,2005,NA,"SEAR","South-East Asia",NA,"MDV","Maldives",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"24.9 [23.7-26.1]",24.9,23.7,26.1,""
5661,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1982,1982,NA,"AFR","Africa",NA,"MLI","Mali",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"19.4 [17.5-21.2]",19.4,17.5,21.2,""
5662,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1984,1984,NA,"AFR","Africa",NA,"MLI","Mali",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"19.5 [17.9-21.1]",19.5,17.9,21.1,""
5663,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1991,1991,NA,"AFR","Africa",NA,"MLI","Mali",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"20.4 [19.5-21.2]",20.4,19.5,21.2,""
5664,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1993,1993,NA,"AFR","Africa",NA,"MLI","Mali",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"20.6 [19.9-21.3]",20.6,19.9,21.3,""
5665,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1998,1998,NA,"AFR","Africa",NA,"MLI","Mali",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"21.2 [20.7-21.8]",21.2,20.7,21.8,""
5666,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2000,2000,NA,"AFR","Africa",NA,"MLI","Mali",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"21.5 [21.0-22.0]",21.5,21,22,""
5667,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2002,2002,NA,"AFR","Africa",NA,"MLI","Mali",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"21.9 [21.3-22.4]",21.9,21.3,22.4,""
5668,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2007,2007,NA,"AFR","Africa",NA,"MLI","Mali",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"22.7 [22.1-23.4]",22.7,22.1,23.4,""
5669,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1981,1981,NA,"EUR","Europe",NA,"MLT","Malta",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"25.8 [24.2-27.4]",25.8,24.2,27.4,""
5670,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1988,1988,NA,"EUR","Europe",NA,"MLT","Malta",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"26.2 [24.7-27.6]",26.2,24.7,27.6,""
5671,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1990,1990,NA,"EUR","Europe",NA,"MLT","Malta",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"26.3 [24.8-27.8]",26.3,24.8,27.8,""
5672,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1997,1997,NA,"EUR","Europe",NA,"MLT","Malta",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"27.0 [25.2-28.8]",27,25.2,28.8,""
5673,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1999,1999,NA,"EUR","Europe",NA,"MLT","Malta",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"27.1 [25.2-29.0]",27.1,25.2,29,""
5674,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2004,2004,NA,"EUR","Europe",NA,"MLT","Malta",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"27.4 [25.2-29.6]",27.4,25.2,29.6,""
5675,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2006,2006,NA,"EUR","Europe",NA,"MLT","Malta",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"27.5 [25.1-29.9]",27.5,25.1,29.9,""
5676,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1985,1985,NA,"AFR","Africa",NA,"MRT","Mauritania",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"23.0 [21.1-24.8]",23,21.1,24.8,""
5677,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1987,1987,NA,"AFR","Africa",NA,"MRT","Mauritania",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"23.3 [21.6-24.9]",23.3,21.6,24.9,""
5678,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1994,1994,NA,"AFR","Africa",NA,"MRT","Mauritania",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"24.2 [23.0-25.3]",24.2,23,25.3,""
